ITEM;DESTINATARIO_DOACAO;DATA_ENTREGA;CIDADE_DESTINATARIO;PRODUTO;QUANTIDADE;UNIDADE_MEDIDA;VALOR_UNITARIO;VALOR_TOTAL
636;PREFEITURADECRUZILIA;2020-06-08;CRUZILIA;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
637;PREFEITURADECRUZILIA;2020-06-08;CRUZILIA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
638;PREFEITURADECRUZILIA;2020-06-08;CRUZILIA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
639;PREFEITURADECURRALDEDENTRO;2020-06-08;CURRAL DE DENTRO;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
640;PREFEITURADECURRALDEDENTRO;2020-06-08;CURRAL DE DENTRO;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
641;PREFEITURADECURRALDEDENTRO;2020-06-08;CURRAL DE DENTRO;MASCARA DESCARTAVEL;1000;UN;2,74;2740
642;PREFEITURADEDELFINOPOLIS;2020-06-08;DELFINOPOLIS;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
643;PREFEITURADEDELFINOPOLIS;2020-06-08;DELFINOPOLIS;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
644;PREFEITURADEDELFINOPOLIS;2020-06-08;DELFINOPOLIS;MASCARA DESCARTAVEL;1000;UN;2,74;2740
645;PREFEITURADEDIVINESIA;2020-06-08;DIVINESIA;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
646;PREFEITURADEDIVINESIA;2020-06-08;DIVINESIA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
647;PREFEITURADEDIVINESIA;2020-06-08;DIVINESIA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
648;PREFEITURADEHELIODORA;2020-06-08;HELIODORA;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
649;PREFEITURADEHELIODORA;2020-06-08;HELIODORA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
650;PREFEITURADEHELIODORA;2020-06-08;HELIODORA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
651;PREFEITURADEIAPU;2020-06-08;IAPU;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
652;PREFEITURADEIAPU;2020-06-08;IAPU;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
653;PREFEITURADEIAPU;2020-06-08;IAPU;MASCARA DESCARTAVEL;1000;UN;2,74;2740
654;PREFEITURADEJAMPRUCA;2020-06-08;JAMPRUCA;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
655;PREFEITURADEJAMPRUCA;2020-06-08;JAMPRUCA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
656;PREFEITURADEJAMPRUCA;2020-06-08;JAMPRUCA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
657;PREFEITURADEJEQUERI;2020-06-08;JEQUERI;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
658;PREFEITURADEJEQUERI;2020-06-08;JEQUERI;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
659;PREFEITURADEJEQUERI;2020-06-08;JEQUERI;MASCARA DESCARTAVEL;1000;UN;2,74;2740
660;PREFEITURADEJUVENILIA;2020-06-08;JUVENILIA;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
661;PREFEITURADEJUVENILIA;2020-06-08;JUVENILIA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
662;PREFEITURADEJUVENILIA;2020-06-08;JUVENILIA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
663;PREFEITURADELAMBARI;2020-06-08;LAMBARI;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
664;PREFEITURADELAMBARI;2020-06-08;LAMBARI;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
665;PREFEITURADELAMBARI;2020-06-08;LAMBARI;MASCARA DESCARTAVEL;1000;UN;2,74;2740
666;PREFEITURADELAMIM;2020-06-08;LAMIM;MASCARA TRICOLINE 100% ALCODAO;800;UN;2,5;2000
667;PREFEITURADELAMIM;2020-06-08;LAMIM;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
668;PREFEITURADELAMIM;2020-06-08;LAMIM;MASCARA DESCARTAVEL;1000;UN;2,74;2740
669;PREFEITURADELARANJAL;2020-06-08;LARANJAL;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
670;PREFEITURADELARANJAL;2020-06-08;LARANJAL;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
671;PREFEITURADELARANJAL;2020-06-08;LARANJAL;MASCARA DESCARTAVEL;1000;UN;2,74;2740
672;PREFEITURADELASSANCE;2020-06-08;LASSANCE;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
673;PREFEITURADELASSANCE;2020-06-08;LASSANCE;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
674;PREFEITURADELASSANCE;2020-06-08;LASSANCE;MASCARA DESCARTAVEL;1000;UN;2,74;2740
675;PREFEITURADEMEDINA;2020-06-08;MEDINA;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
676;PREFEITURADEMEDINA;2020-06-08;MEDINA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
677;PREFEITURADEMEDINA;2020-06-08;MEDINA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
678;PREFEITURADENAQUE;2020-06-08;NAQUE;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
679;PREFEITURADENAQUE;2020-06-08;NAQUE;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
680;PREFEITURADENAQUE;2020-06-08;NAQUE;MASCARA DESCARTAVEL;1000;UN;2,74;2740
681;PREFEITURADENATERCIA;2020-06-08;NATERCIA;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
682;PREFEITURADENATERCIA;2020-06-08;NATERCIA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
683;PREFEITURADENATERCIA;2020-06-08;NATERCIA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
684;PREFEITURADEOUROVERDEDEMINAS;2020-06-08;OURO VERDE DE MINAS;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
685;PREFEITURADEOUROVERDEDEMINAS;2020-06-08;OURO VERDE DE MINAS;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
686;PREFEITURADEOUROVERDEDEMINAS;2020-06-08;OURO VERDE DE MINAS;MASCARA DESCARTAVEL;1000;UN;2,74;2740
687;PREFEITURADEPAIVA;2020-06-08;PAIVA;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
688;PREFEITURADEPAIVA;2020-06-08;PAIVA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
689;PREFEITURADEPAIVA;2020-06-08;PAIVA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
690;PREFEITURADEPESCADOR;2020-06-08;PESCADOR;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
691;PREFEITURADEPESCADOR;2020-06-08;PESCADOR;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
692;PREFEITURADEPESCADOR;2020-06-08;PESCADOR;MASCARA DESCARTAVEL;1000;UN;2,74;2740
693;PREFEITURADERIOPIRACICABA;2020-06-08;RIO PIRACICABA;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
694;PREFEITURADERIOPIRACICABA;2020-06-08;RIO PIRACICABA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
695;PREFEITURADERIOPIRACICABA;2020-06-08;RIO PIRACICABA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
696;PREFEITURADERIOVERMELHO;2020-06-08;RIO VERMELHO;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
697;PREFEITURADERIOVERMELHO;2020-06-08;RIO VERMELHO;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
698;PREFEITURADERIOVERMELHO;2020-06-08;RIO VERMELHO;MASCARA DESCARTAVEL;1000;UN;2,74;2740
699;PREFEITURADESANTACRUZDEMINAS;2020-06-08;SANTA CRUZ DE MINAS;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
700;PREFEITURADESANTACRUZDEMINAS;2020-06-08;SANTA CRUZ DE MINAS;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
701;PREFEITURADESANTACRUZDEMINAS;2020-06-08;SANTA CRUZ DE MINAS;MASCARA DESCARTAVEL;1000;UN;2,74;2740
702;PREFEITURADESANTANADOMANHUACU;2020-06-08;SANTANA DO MANHUAÇU;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
703;PREFEITURADESANTANADOMANHUACU;2020-06-08;SANTANA DO MANHUAÇU;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
704;PREFEITURADESANTANADOMANHUACU;2020-06-08;SANTANA DO MANHUAÇU;MASCARA DESCARTAVEL;1000;UN;2,74;2740
705;PREFEITURADESANTANADORIACHO;2020-06-08;SANTANA DO RIACHO;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
706;PREFEITURADESAOJOSEDOMANTIMENTO;2020-06-08;SAO JOSE DO MANTIMENTO;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
707;PREFEITURADESAOJOSEDOMANTIMENTO;2020-06-08;SAO JOSE DO MANTIMENTO;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
708;PREFEITURADESAOJOSEDOMANTIMENTO;2020-06-08;SAO JOSE DO MANTIMENTO;MASCARA DESCARTAVEL;1000;UN;2,74;2740
709;PREFEITURADESAOROQUEDEMINAS;2020-06-08;SAO ROQUE DE MINAS;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
710;PREFEITURADESAOSEBASTIAODOPARAISO;2020-06-08;SAO SEBASTIAO DO PARAISO;ALCOOL EM GEL 5L;120;LT;16;1920
711;PREFEITURADESAOSEBASTIAODORIOPRETO;2020-06-08;SAO SEBASTIAO DO RIO PRETO;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
712;PREFEITURADESAOSEBASTIAODORIOPRETO;2020-06-08;SAO SEBASTIAO DO RIO PRETO;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
713;PREFEITURADESAOSEBASTIAODORIOPRETO;2020-06-08;SAO SEBASTIAO DO RIO PRETO;MASCARA DESCARTAVEL;1000;UN;2,74;2740
714;PREFEITURADESETELAGOAS;2020-06-08;SETE LAGOAS;ALCOOL GLICERINADO 70% - GALÃO 5L;55;LT;2,83;155,65
715;PREFEITURADESETELAGOAS;2020-06-08;SETE LAGOAS;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
716;PREFEITURADESOLEDADEDEMINAS;2020-06-08;SOLEDADE DE MINAS;MASCARA TRICOLINE 100% ALCODAO;1200;UN;2,5;3000
717;PREFEITURADESOLEDADEDEMINAS;2020-06-08;SOLEDADE DE MINAS;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
718;PREFEITURADESOLEDADEDEMINAS;2020-06-08;SOLEDADE DE MINAS;MASCARA DESCARTAVEL;1000;UN;2,74;2740
719;SEPLAG;2020-06-08;BELO HORIZONTE;MASCARA DESCARTAVEL;1000;UN;2,74;2740
720;UPA24HORASPREFEITOLUIZISSA;2020-06-08;VESPASIANO;MASCARA CIRURGICA;1000;UN;0,01;10
721;UPAACRIZIOMENEZES;2020-06-08;RIBEIRÃO DAS NEVES;MASCARA CIRURGICA;1000;UN;0,01;10
722;UPAACRIZIOMENEZES;2020-06-08;RIBEIRÃO DAS NEVES;MASCARA TIPO CIRURGICA TNT > 95% BFE;8000;UN;3,085;24680
723;UPAACRIZIOMENEZES;2020-06-08;RIBEIRÃO DAS NEVES;ALCOOL GLICERINADO 70% - GALÃO 5L;75;LT;2,83;212,25
724;UPAACRIZIOMENEZES;2020-06-08;RIBEIRÃO DAS NEVES;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
725;UPABARREIRO;2020-06-08;BELO HORIZONTE;MASCARA TIPO CIRURGICA TNT > 95% BFE;8000;UN;3,085;24680
726;UPABARREIRO;2020-06-08;BELO HORIZONTE;ALCOOL GLICERINADO 70% - GALÃO 5L;75;LT;2,83;212,25
727;UPABARREIRO;2020-06-08;BELO HORIZONTE;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
728;UPADR.JUVENALPAIVA;2020-06-08;SETE LAGOAS;MASCARA CIRURGICA;1000;UN;0,01;10
729;UPADR.JUVENALPAIVA;2020-06-08;SETE LAGOAS;MASCARA TIPO CIRURGICA TNT > 95% BFE;8000;UN;3,085;24683,2
730;UPADR.JUVENALPAIVA;2020-06-08;SETE LAGOAS;ALCOOL GLICERINADO 70% - GALÃO 5L;55;LT;2,83;155,65
731;UPADR.JUVENALPAIVA;2020-06-08;SETE LAGOAS;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
732;UPALESTE-BELOHORIZONTE;2020-06-08;BELO HORIZONTE;MASCARA TIPO CIRURGICA TNT > 95% BFE;8000;UN;3,085;24683,2
733;UPALESTE-BELOHORIZONTE;2020-06-08;BELO HORIZONTE;ALCOOL GLICERINADO 70% - GALÃO 5L;75;LT;2,83;212,25
734;UPALESTE-BELOHORIZONTE;2020-06-08;BELO HORIZONTE;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
735;UPAOESTE-BELOHORIZONTE;2020-06-08;BELO HORIZONTE;MASCARA TIPO CIRURGICA TNT > 95% BFE;8000;UN;3,085;24683,2
736;UPAOESTE-BELOHORIZONTE;2020-06-08;BELO HORIZONTE;ALCOOL GLICERINADO 70% - GALÃO 5L;75;LT;2,83;212,25
737;UPAOESTE-BELOHORIZONTE;2020-06-08;BELO HORIZONTE;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
738;UPASÃOBENEDITO;2020-06-08;UBERABA;MASCARA TIPO CIRURGICA TNT > 95% BFE;8000;UN;3,085;24683,2
739;UPASÃOBENEDITO;2020-06-08;UBERABA;ALCOOL GLICERINADO 70% - GALÃO 5L;55;LT;2,83;155,65
740;UPASÃOBENEDITO;2020-06-08;UBERABA;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
741;UPATERESÓPOLIS;2020-06-08;BETIM;MASCARA TIPO CIRURGICA TNT > 95% BFE;8000;UN;3,085;24680
742;UPATERESÓPOLIS;2020-06-08;BETIM;ALCOOL GLICERINADO 70% - GALÃO 5L;75;LT;2,83;212,25
743;UPATERESÓPOLIS;2020-06-08;BETIM;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
744;UPAVENDANOVA;2020-06-08;BELO HORIZONTE;MASCARA TIPO CIRURGICA TNT > 95% BFE;8000;UN;3,085;24680
745;UPAVENDANOVA;2020-06-08;BELO HORIZONTE;ALCOOL GLICERINADO 70% - GALÃO 5L;75;LT;2,83;212,25
746;UPAVENDANOVA;2020-06-08;BELO HORIZONTE;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
747;CISSUL-CONSÓRCIOINTERMUNICIPALDESAÚ;2020-06-09;VARGINHA;LUVA DESC NITRIL AZ G CX C/300 VLI;3000;UN;0,27;810
748;CISTRI-CONSÓRCIOPÚBLICOINTERMUNICIPA;2020-06-09;UBERLANDIA;LUVA DESC NITRIL AZ G CX C/300 VLI;3000;UN;0,27;810
749;GABINETEMILITAR;2020-06-09;BELO HORIZONTE;LUVA DESC NITRIL AZ G CX C/300 VLI;300;UN;0,27;81
750;GABINETEMILITAR;2020-06-09;BELO HORIZONTE;ALCOOL GLICERINADO 70% GALÃO 1L;24;LT;2,83;67,92
751;POLICIACIVILDOESTADODEMINASGERAIS;2020-06-09;BELO HORIZONTE;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
752;POLICIACIVILDOESTADODEMINASGERAIS;2020-06-09;BELO HORIZONTE;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
753;POLICIACIVILDOESTADODEMINASGERAIS;2020-06-09;BELO HORIZONTE;MASCARA TRICOLINE 100% ALCODAO;2000;UN;2,5;5000
754;POLICIAMILITARDOESTADODEMINASGERAI;2020-06-09;BELO HORIZONTE;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;5400;UN;9,9;53460
755;POLICIAMILITARDOESTADODEMINASGERAI;2020-06-09;BELO HORIZONTE;ALCOOL EM GEL 5L;120;LT;16;1920
756;PREFEITURADEABRECAMPO;2020-06-09;ABRE CAMPO;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
757;PREFEITURADEABRECAMPO;2020-06-09;ABRE CAMPO;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
758;PREFEITURADEABRECAMPO;2020-06-09;ABRE CAMPO;MASCARA DESCARTAVEL;1000;UN;2,74;2740
759;PREFEITURADEAMPARODOSERRA;2020-06-09;AMPARO DO SERRA;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
760;PREFEITURADEAMPARODOSERRA;2020-06-09;AMPARO DO SERRA;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
761;PREFEITURADEAMPARODOSERRA;2020-06-09;AMPARO DO SERRA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
762;PREFEITURADEBARRALONGA;2020-06-09;BARRA LONGA;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
763;PREFEITURADEBARRALONGA;2020-06-09;BARRA LONGA;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
764;PREFEITURADEBARRALONGA;2020-06-09;BARRA LONGA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
765;PREFEITURADEBONITODEMINAS;2020-06-09;BONITO DE MINAS;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
766;PREFEITURADEBONITODEMINAS;2020-06-09;BONITO DE MINAS;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
767;PREFEITURADEBUENOPOLIS;2020-06-09;BUENOPOLIS;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
768;PREFEITURADEBUENOPOLIS;2020-06-09;BUENOPOLIS;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
769;PREFEITURADEBUENOPOLIS;2020-06-09;BUENOPOLIS;MASCARA DESCARTAVEL;1000;UN;2,74;2740
770;PREFEITURADECAMPANHA;2020-06-09;CAMPANHA;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
771;PREFEITURADECAMPANHA;2020-06-09;CAMPANHA;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
772;PREFEITURADECAPINOPOLIS;2020-06-09;CAPINOPOLIS;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
773;PREFEITURADECAPINOPOLIS;2020-06-09;CAPINOPOLIS;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
774;PREFEITURADECARLOSCHAGAS;2020-06-09;CARLOS CHAGAS;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
775;PREFEITURADECARLOSCHAGAS;2020-06-09;CARLOS CHAGAS;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
776;PREFEITURADECARMODEMINAS;2020-06-09;CARMO DE MINAS;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
777;PREFEITURADECARMODEMINAS;2020-06-09;CARMO DE MINAS;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
778;PREFEITURADECAXAMBU;2020-06-09;CAXAMBU;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
779;PREFEITURADECAXAMBU;2020-06-09;CAXAMBU;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
780;PREFEITURADECOQUEIRAL;2020-06-09;COQUEIRAL;MASCARA TIPO CIRURGICA TNT > 95% BFE;1800;UN;3,085;5553,72
781;PREFEITURADECOQUEIRAL;2020-06-09;COQUEIRAL;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
782;PREFEITURADECOQUEIRAL;2020-06-09;COQUEIRAL;MASCARA DESCARTAVEL;1000;UN;2,74;2740
783;PREFEITURADECRISTIANOOTONI;2020-06-09;CRISTIANO OTONI;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
784;PREFEITURADECRISTIANOOTONI;2020-06-09;CRISTIANO OTONI;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
785;PREFEITURADECRISTIANOOTONI;2020-06-09;CRISTIANO OTONI;MASCARA DESCARTAVEL;1000;UN;2,74;2740
786;PREFEITURADEDIVINOLANDIADEMINAS;2020-06-09;DIVINOLÂNDIA DE MINAS;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
787;PREFEITURADEDIVINOLANDIADEMINAS;2020-06-09;DIVINOLÂNDIA DE MINAS;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
788;PREFEITURADEDIVINOLANDIADEMINAS;2020-06-09;DIVINOLÂNDIA DE MINAS;MASCARA DESCARTAVEL;1000;UN;2,74;2740
789;PREFEITURADEDORESDOTURVO;2020-06-09;DORES DO TURVO;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
790;PREFEITURADEDORESDOTURVO;2020-06-09;DORES DO TURVO;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
791;PREFEITURADEENTRERIOSDEMINAS;2020-06-09;ENTRE RIOS DE MINAS;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
792;PREFEITURADEENTRERIOSDEMINAS;2020-06-09;ENTRE RIOS DE MINAS;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
793;PREFEITURADEFORMIGA;2020-06-09;FORMIGA;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
794;PREFEITURADEFORMIGA;2020-06-09;FORMIGA;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
795;PREFEITURADEFRANCISCOPOLIS;2020-06-09;FRANCISCOPOLIS;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
796;PREFEITURADEFRANCISCOPOLIS;2020-06-09;FRANCISCOPOLIS;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
797;PREFEITURADEFRANCISCOPOLIS;2020-06-09;FRANCISCOPOLIS;MASCARA DESCARTAVEL;1000;UN;2,74;2740
798;PREFEITURADEFRONTEIRADOSVALES;2020-06-09;FRONTEIRA DOS VALES;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
799;PREFEITURADEFRONTEIRADOSVALES;2020-06-09;FRONTEIRA DOS VALES;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
800;PREFEITURADEGLAUCILANDIA;2020-06-09;GLAUCILÂNDIA;MASCARA TIPO CIRURGICA TNT > 95% BFE;1780;UN;3,085;5492,01
801;PREFEITURADEGLAUCILANDIA;2020-06-09;GLAUCILÂNDIA;MASCARA TRICOLINE 100% ALCODAO;20;UN;2,5;50
802;PREFEITURADEGLAUCILANDIA;2020-06-09;GLAUCILÂNDIA;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
803;PREFEITURADEGLAUCILANDIA;2020-06-09;GLAUCILÂNDIA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
804;PREFEITURADEGUARACIAMA;2020-06-09;GUARACIAMA;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
805;PREFEITURADEGUARACIAMA;2020-06-09;GUARACIAMA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
806;PREFEITURADEGUARACIAMA;2020-06-09;GUARACIAMA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
807;PREFEITURADEINDAIABIRA;2020-06-09;INDAIABIRA;MASCARA TIPO CIRURGICA TNT > 95% BFE;1800;UN;3,085;5553,72
808;PREFEITURADEINDAIABIRA;2020-06-09;INDAIABIRA;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
809;PREFEITURADEINDAIABIRA;2020-06-09;INDAIABIRA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
810;PREFEITURADEIPATINGA;2020-06-09;IPATINGA;ALCOOL EM GEL 5L;260;LT;16;4160
811;PREFEITURADEJABOTICATUBAS;2020-06-09;JABOTICATUBAS;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
812;PREFEITURADEJABOTICATUBAS;2020-06-09;JABOTICATUBAS;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
813;PREFEITURADEJOAQUIMFELICIO;2020-06-09;JOAQUIM FELICIO;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
814;PREFEITURADEJOAQUIMFELICIO;2020-06-09;JOAQUIM FELICIO;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
815;PREFEITURADEJOAQUIMFELICIO;2020-06-09;JOAQUIM FELICIO;MASCARA DESCARTAVEL;1000;UN;2,74;2740
816;PREFEITURADEJUIZDEFORA;2020-06-09;JUIZ DE FORA;LUVA DESC NITRIL AZ G CX C/300 VLI;6000;UN;0,27;1620
817;PREFEITURADEMACHACALIS;2020-06-09;MACHACALIS;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
818;PREFEITURADEMACHACALIS;2020-06-09;MACHACALIS;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
819;PREFEITURADEMANHUMIRIM;2020-06-09;MANHUMIRIM;MASCARA TIPO CIRURGICA TNT > 95% BFE;1800;UN;3,085;5553,72
820;PREFEITURADEMANHUMIRIM;2020-06-09;MANHUMIRIM;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
821;PREFEITURADEMANHUMIRIM;2020-06-09;MANHUMIRIM;MASCARA DESCARTAVEL;1000;UN;2,74;2740
822;PREFEITURADEMATEUSLEME;2020-06-09;MATEUS LEME;ALCOOL EM GEL 5L;120;LT;16;1920
823;PREFEITURADEMATEUSLEME;2020-06-09;MATEUS LEME;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
824;PREFEITURADEMORRODAGARCA;2020-06-09;MORRO DA GARÇA;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
825;PREFEITURADEMORRODAGARCA;2020-06-09;MORRO DA GARÇA;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
826;PREFEITURADEMORRODAGARCA;2020-06-09;MORRO DA GARÇA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
827;PREFEITURADENAZARENO;2020-06-09;NAZARENO;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
828;PREFEITURADENAZARENO;2020-06-09;NAZARENO;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
